key;verbatimScientificName;scientificName;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
2874568;Cucumis;Cucumis L.;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;
2874570;Cucumis melo;Cucumis melo L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis melo
2874569;Cucumis sativus;Cucumis sativus L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis sativus
7393329;Cucurbita moschata;Cucurbita moschata Duchesne ex Poir.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita moschata
2874508;Cucurbita pepo;Cucurbita pepo L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo
6634;Cucurbitaceae;Cucurbitaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;;
68;Cyanobacteria;Cyanobacteria;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Cyanobacteria;;;;;
8091632;Cyclidium glaucoma;Cyclidium glaucoma Müller, 1773;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae;Cyclidium;Cyclidium glaucoma
8358387;Cyclidium muscicola;Cyclidium muscicola Kahl, 1931;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae;Protocyclidium;Protocyclidium muscicola
8050749;Cyclidium terricola;Cyclidium terricola Kahl, 1931;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae;Protocyclidium;Protocyclidium terricola
6109637;Cynodon dactylon;Cynodon dactylon (L.) Pers.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Cynodon;Cynodon dactylon
7966900;Cyphellophora sessilis;Cyphellophora sessilis (de Hoog) Réblová & Unter., 2013;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora sessilis
7417909;Cyrtohymena australis;Cyrtohymena australis Foissner, 1995;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena australis
7893724;Cyrtohymena candens;Cyrtohymena candens Kahl;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena candens
7640810;Cyrtohymena primicirrata;Cyrtohymena primicirrata (Berger & Foissner, 1987) Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena primicirrata
7609928;Cyrtohymena quadrinucleata;Cyrtohymena quadrinucleata (Dragesco & Njiné, 1971) Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena quadrinucleata
7968774;Cyrtohymena tetracirrata;Cyrtohymena tetracirrata (Gellert, 1942) Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena tetracirrata
7530738;Cyrtolophosis acuta;Cyrtolophosis acuta Kahl, 1926;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis acuta
8047474;Cyrtolophosis colpidiformis;Cyrtolophosis colpidiformis Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis colpidiformis
7961832;Cyrtolophosis elongata;Cyrtolophosis elongata (Schewiakoff, 1892) Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis elongata
7458832;Cyrtolophosis minor;Cyrtolophosis minor Vuxanovici, 1963;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis minor
8094171;Cyrtolophosis mucicola;Cyrtolophosis mucicola Stokes, 1885;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis mucicola
2555962;Cystobasidium;Cystobasidium (Lagerh.) Neuhoff;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;
2705307;Dactylis;Dactylis L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Dactylis;
2705308;Dactylis glomerata;Dactylis glomerata L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Dactylis;Dactylis glomerata
5387142;Dahlia pinnata;Dahlia pinnata Cav.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Dahlia;Dahlia pinnata
7376743;Dapedophrya flexilis;Dapedophrya flexilis (Penard, 1922) Foissner, 1995;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Jaroschiidae;Dapedophrya;Dapedophrya flexilis
3034742;Daucus carota;Daucus carota L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Daucus;Daucus carota
3033687;Delphinium;Delphinium L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Delphinium;
8107698;Deviata bacilliformis;Deviata bacilliformis (Gelei, 1954) Eigner, 1995;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae;Deviata;Deviata bacilliformis
3085411;Dianthus;Dianthus L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;
3085413;Dianthus armeria;Dianthus armeria L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;Dianthus armeria
3085420;Dianthus caryophyllus;Dianthus caryophyllus L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;Dianthus caryophyllus
2592471;Dictyosporium;Dictyosporium Corda;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Dictyosporiaceae;Dictyosporium;
7731136;Didinium nasutum;Didinium nasutum (Müller, 1773) Stein, 1859;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Didiniidae;Didinium;Didinium nasutum
5414992;Digitalis grandiflora;Digitalis grandiflora Mill.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Digitalis;Digitalis grandiflora
7905422;Dileptus alpinus;Dileptus alpinus Kahl, 1931;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus alpinus
7646652;Dileptus americanus;Dileptus americanus Kahl, 1931;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus binucleatus
8330662;Dileptus anguillula;Dileptus anguillula Kahl, 1931;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon anguillula
7772826;Dileptus binucleatus;Dileptus binucleatus (O.F.Müller, 1786) Dujardin, 1840;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Tracheliida;Tracheliidae;Dileptus;Dileptus binucleatus
7907352;Dileptus conspicuus;Dileptus conspicuus Gellert, 1955;EXACT;97;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus conspicuus
7454701;Dileptus costaricanus;Dileptus costaricanus Foissner, 1995;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Dileptus;Dileptus costaricanus
7512224;Dileptus edaphoni;Dileptus edaphoni Song, 1994;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon edaphoni
7604006;Dileptus falciformis;Dileptus falciformis Kahl, 1931;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon falciforme
7880928;Dileptus gracilis;Dileptus gracilis Kahl, 1931;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon gracile
7531521;Dileptus kahli;Dileptus kahli Srámek-Husek, 1957;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon kahli
7689024;Dileptus margaritifer;Dileptus margaritifer (Ehrenberg, 1834) Dujardin, 1841;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Dileptus;Dileptus margaritifer
8296186;Dileptus mucronatus;Dileptus mucronatus Penard, 1922;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus mucronatus
7529454;Dileptus orientalis;Dileptus orientalis Song, Packroff & Wilbert, 1988;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus orientalis
8325902;Dileptus polyvacuolatus;Dileptus polyvacuolatus Foissner, 1989;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Monomacrocaryon;Monomacrocaryon polyvacuolatum
8111463;Dileptus similis;Dileptus similis Foissner, 1995;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus similis
7614589;Dileptus tenuis;Dileptus tenuis Penard, 1922;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Monomacrocaryon;Monomacrocaryon tenue
7806743;Dileptus terrenus;Dileptus terrenus Foissner, 1981;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Monomacrocaryon;Monomacrocaryon terrenus
8028830;Dimacrocaryon amphileptoides;Dimacrocaryon amphileptoides Kahl;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Dimacrocaryon;Dimacrocaryon amphileptoides
3030169;Diospyros;Diospyros L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ebenaceae;Diospyros;
2518442;Dioszegia;Dioszegia Zsolt, 1957;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Dioszegia;
5237438;Dioszegia crocea;Dioszegia crocea (Buhagiar) M.Takash., T.Deák & Nakase;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Bullera;Bullera crocea
5188658;Diplogasteroides;Diplogasteroides de Man, 1912;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Diplogasterida;Diplogasteridae;Diplogasteroides;
361;Diplopoda;Diplopoda;EXACT;94;ACCEPTED;CLASS;Animalia;Arthropoda;Diplopoda;;;;
811;Diptera;Diptera;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Diptera;;;
2282615;Discolaimus;Discolaimus Cobb, 1913;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Dorylaimidae;Discolaimus;
2559290;Dissophora decumbens;Dissophora decumbens Thaxt.;EXACT;98;ACCEPTED;SPECIES;Fungi;Zygomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Dissophora;Dissophora decumbens
3101184;Dittrichia viscosa;Dittrichia viscosa (L.) Greuter;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Dittrichia;Dittrichia viscosa
2283952;Ditylenchus;Ditylenchus Filipjev, 1936;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Anguinidae;Ditylenchus;
8436786;Dolichos lablab;Dolichos lablab L.;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lablab;Lablab purpureus
8360166;Drepanomonas dentata;Drepanomonas dentata Fresenius, 1858;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas dentata
8279721;Drepanomonas exigua;Drepanomonas exigua Penard;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas exigua
7470246;Drepanomonas muscicola;Drepanomonas muscicola Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas muscicola
8373930;Drepanomonas pauciciliata;Drepanomonas pauciciliata Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas pauciciliata
7542108;Drepanomonas revoluta;Drepanomonas revoluta Penard, 1922;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas revoluta
7973731;Drepanomonas sphagni;Drepanomonas sphagni Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Drepanomonas;Drepanomonas sphagni
4889932;Dryas octopetala;Dryas octopetala L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Dryas;Dryas octopetala
3850472;Dysoxylum decandrum;Dysoxylum decandrum Merr.;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Dysoxylum;Dysoxylum gaudichaudianum
4905099;Echinamoebidae;Echinamoebidae;EXACT;96;ACCEPTED;FAMILY;Protozoa;Amoebozoa;Lobosa;Amoebida;Echinamoebidae;;
4405791;Ecumenicus;Ecumenicus Thorne, 1974;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Qudsianematidae;Ecumenicus;
2731882;Elaeis guineensis;Elaeis guineensis Jacq.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Elaeis;Elaeis guineensis
7825;Elateridae;Elateridae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;;
2759871;Elettaria cardamomum;Elettaria cardamomum Maton;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Elettaria;Elettaria cardamomum
2706649;Elytrigia repens;Elytrigia repens (L.) Nevski;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Elymus;Elymus repens
8366186;Enchelydium piliforme;Enchelydium piliforme (Kahl, 1930) Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelydium;Enchelydium piliforme
8329652;Enchelydium polynucleatum;Enchelydium polynucleatum Foissner, 1984;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys polynucleata
8155005;Enchelydium terrenum;Enchelydium terrenum Foissner, 1984;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys terrenum
7532482;Enchelyodon californicus;Enchelyodon californicus Kahl, 1935;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon californicus
7538952;Enchelyodon lagenula;Enchelyodon lagenula (Kahl, 1930) Blatterer & Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon lagenula
7488033;Enchelyodon longinucleatus;Enchelyodon longinucleatus Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon longinucleatus
7467059;Enchelyodon nodosus;Enchelyodon nodosus Berger, Foissner & Adam, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon nodosus
8085759;Enchelyodon terrenus;Enchelyodon terrenus Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon terrenus
7577149;Enchelyodon tratzi;Enchelyodon tratzi Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;Enchelyodon tratzi
8087936;Enchelyomorpha vermicularis;Enchelyomorpha vermicularis (Smith, 1899) Kahl, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Enchelyomorphidae;Enchelyomorpha;Enchelyomorpha vermicularis
8021104;Enchelyotricha binucleata;Enchelyotricha binucleata Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyotricha;Enchelyotricha binucleata
7511333;Enchelys multinucleata;Enchelys multinucleata (Dragesco & Dragesco-Kernéis, 1979) Berger, Foissner & Adam, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys multinucleata
7821133;Enchelys terricola;Enchelys terricola Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys terricola
7498425;Enchelys vermiformis;Enchelys vermiformis Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys vermiformis
3565;Enchytraeidae;Enchytraeidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae;;
2627185;Endochytrium;Endochytrium Sparrow;EXACT;94;ACCEPTED;GENUS;Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Endochytriaceae;Endochytrium;
4920651;Endomyxa;Endomyxa Serbinov, 1916;EXACT;92;DOUBTFUL;GENUS;Protozoa;;;;;Endomyxa;
7582540;Engelmanniella mobilis;Engelmanniella mobilis (Engelmann, 1862) Foissner, 1982;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae;Engelmanniella;Engelmanniella mobilis
2961150;Enterolobium cyclocarpum;Enterolobium cyclocarpum (Jacq.) Griseb.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Enterolobium;Enterolobium cyclocarpum
2513576;Entyloma ficariae;Entyloma ficariae A.A.Fisch.Waldh.;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;Entylomataceae;Entyloma;Entyloma ficariae
2119156;Eosentomon;Eosentomon Berlese, 1908;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Protura;Eosentomidae;Eosentomon;
8233239;Epispathidium amphoriforme;Epispathidium amphoriforme (Greeff, 1888) Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium amphoriforme
7900557;Epispathidium ascendens;Epispathidium ascendens (Wenzel, 1955) Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium ascendens
8173937;Epispathidium papilliferum;Epispathidium papilliferum (Kahl, 1930) Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium papilliferum
7633577;Epispathidium regium;Epispathidium regium Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium regium
8423927;Epispathidium terricola;Epispathidium terricola Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium terricola
7549311;Epistylis alpestris;Epistylis alpestris Foissner, 1978;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Epistylididae;Epistylis;Epistylis alpestris
8330241;Erniella filiformis;Erniella filiformis Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;;;;Erniella;Erniella filiformis
7458170;Eschaneustyla brachytona;Eschaneustyla brachytona Stokes, 1886;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Epiclintidae;Eschaneustyla;Eschaneustyla brachytona
2283772;Eucephalobus;Eucephalobus Steiner, 1936;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Rhabditida;Cephalobidae;Eucephalobus;
41;Euglenozoa;Euglenozoa;EXACT;94;ACCEPTED;PHYLUM;Protozoa;Euglenozoa;;;;;
9797892;Euglyphida;Euglyphida;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Imbricatea;Euglyphida;;;
6584;Euglyphidae;Euglyphidae;EXACT;96;ACCEPTED;FAMILY;Protozoa;;Filosia;Aconchulinida;Euglyphidae;;
4348568;Eumonhystera;Eumonhystera Andrássy, 1981;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Monhysterida;Monhysteridae;Eumonhystera;
3169120;Euonymus alatus;Euonymus alatus (Thunb.) Siebold;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Celastrales;Celastraceae;Euonymus;Euonymus alatus
3070106;Euphorbia cyparissias;Euphorbia cyparissias L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia cyparissias
3066465;Euphorbia pulcherrima;Euphorbia pulcherrima Willd. ex Klotzsch;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia pulcherrima
4691;Euphorbiaceae;Euphorbiaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;;
7459106;Euplotes corsica;Euplotes corsica Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes corsica
7744469;Euplotes finki;Euplotes finki Foissner, 1982;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Gastrocirrhidae;Euplotopsis;Euplotopsis finki
9808526;Euplotes labiatus;Euplotes labiatus Ruinen, 1938;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Gastrocirrhidae;Euplotopsis;Euplotopsis labiata
7529940;Euplotes muscicola;Euplotes muscicola Kahl;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes muscicola
7542921;Euplotes terricola;Euplotes terricola Penard, 1922;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes terricola
5386;Fabaceae;Fabaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;;
3034682;Ferula;Ferula L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Ferula;
4119612;Festuca nigrescens;Festuca nigrescens Lam.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Festuca;Festuca nigrescens
9659532;Filobasidium stepposum;Filobasidium stepposum (Golubev & J.P.Samp.) X.Z.Liu, F.Y.Bai, M.Groenew. & Boekhout, 2015;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Filobasidium stepposum
3034921;Foeniculum;Foeniculum Mill.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Foeniculum;
1419844;Forficula;Forficula Linnaeus, 1758;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Dermaptera;Forficulidae;Forficula;
3029779;Fragaria;Fragaria L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria;
3029912;Fragaria ananassa;Fragaria ananassa (Weston) Duchesne ex Rozier;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria;Fragaria ananassa
3172358;Fraxinus excelsior;Fraxinus excelsior L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;Fraxinus excelsior
2747044;Freesia;Freesia Eckl. ex Klatt;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Asparagales;Iridaceae;Freesia;
8166778;Frontonia depressa;Frontonia depressa (Stokes, 1886) Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae;Frontonia;Frontonia depressa
8290778;Frontonia solea;Frontonia solea Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae;Frontonia;Frontonia solea
