occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
;Veleshkinema iranicum;Veleshkinema iranicum;8495622;EXACT;98;ACCEPTED;SPECIES;Animalia;Nematoda;Secernentea;Tylenchida;Sphaerulariidae;Veleshkinema;Veleshkinema iranicum
;Veleshkinema;Veleshkinema;8707821;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Sphaerulariidae;Veleshkinema;
;Sphaerulariidae;Sphaerulariidae;5967;EXACT;96;ACCEPTED;FAMILY;Animalia;Nematoda;Secernentea;Tylenchida;Sphaerulariidae;;
;Amplimerlinius icarus;Amplimerlinius icarus (Wallace & Greet, 1964);4556265;EXACT;98;ACCEPTED;SPECIES;Animalia;Nematoda;Secernentea;Tylenchida;Telotylenchidae;Amplimerlinius;Amplimerlinius icarus
;Amplimerlinius;Amplimerlinius Siddiqi, 1976;7842856;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Telotylenchidae;Amplimerlinius;
;Merliniidae;Merliniidae;7023889;EXACT;95;SYNONYM;FAMILY;Animalia;Nematoda;Secernentea;Tylenchida;Telotylenchidae;;
;Basiria;Basiria;9572544;EXACT;92;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae;Basiria;
;Neopsilenchus magnidens;Neopsilenchus magnidens (Thorne, 1949);4555937;EXACT;98;ACCEPTED;SPECIES;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae;Neopsilenchus;Neopsilenchus magnidens
;Neopsilenchus;Neopsilenchus Thorne & Malek, 1968;4405846;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae;Neopsilenchus;
;Tylenchus arcuatus;Tylenchus arcuatus Siddiqi, 1963;4556103;EXACT;98;ACCEPTED;SPECIES;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae;Tylenchus;Tylenchus arcuatus
;Tylenchus;Tylenchus Bastian, 1865;4281839;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae;Tylenchus;
;Tylenchidae;Tylenchidae;6463;EXACT;96;ACCEPTED;FAMILY;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae;;
;Tylenchulidae;Tylenchulidae;2549;EXACT;96;ACCEPTED;FAMILY;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchulidae;;
;Tylenchida;Tylenchida;972;EXACT;94;ACCEPTED;ORDER;Animalia;Nematoda;Secernentea;Tylenchida;;;
;Nematoda;Nematoda;5967481;EXACT;94;ACCEPTED;PHYLUM;Animalia;Nematoda;;;;;
;Catenulidae;Catenulidae;6385;EXACT;96;ACCEPTED;FAMILY;Animalia;Platyhelminthes;Catenulida;;Catenulidae;;
;Paracatenula;Paracatenula Sterrer & Rieger, 1974;4859710;EXACT;94;ACCEPTED;GENUS;Animalia;Platyhelminthes;Catenulida;;Retronectidae;Paracatenula;
;Stenostomidae;Stenostomidae;3150;EXACT;96;ACCEPTED;FAMILY;Animalia;Platyhelminthes;Catenulida;;Stenostomidae;;
;Catenulida;Catenulida;7799559;EXACT;94;ACCEPTED;CLASS;Animalia;Platyhelminthes;Catenulida;;;;
;Geocentrophora;Geocentrophora de Man, 1876;2503120;EXACT;94;ACCEPTED;GENUS;Animalia;Platyhelminthes;Rhabditophora;Lecithoepitheliata;Prorhynchidae;Geocentrophora;
;Xenoprorhynchus;Xenoprorhynchus Reisinger, 1968;4405261;EXACT;94;ACCEPTED;GENUS;Animalia;Platyhelminthes;Rhabditophora;Lecithoepitheliata;Prorhynchidae;Xenoprorhynchus;
;Prorhynchidae;Prorhynchidae;6384;EXACT;96;ACCEPTED;FAMILY;Animalia;Platyhelminthes;Rhabditophora;Lecithoepitheliata;Prorhynchidae;;
;Lecithoepitheliata;Lecithoepitheliata;431;EXACT;94;ACCEPTED;ORDER;Animalia;Platyhelminthes;Rhabditophora;Lecithoepitheliata;;;
;Acrochordonoposthia conica;Acrochordonoposthia conica Reisinger, 1924;4415672;EXACT;98;ACCEPTED;SPECIES;Animalia;Platyhelminthes;Rhabditophora;Rhabdocoela;Typhloplanidae;Acrochordonoposthia;Acrochordonoposthia conica
;Acrochordonoposthia;Acrochordonoposthia Reisinger, 1924;4405519;EXACT;94;ACCEPTED;GENUS;Animalia;Platyhelminthes;Rhabditophora;Rhabdocoela;Typhloplanidae;Acrochordonoposthia;
;Typhloplanidae;Typhloplanidae;3146;EXACT;96;ACCEPTED;FAMILY;Animalia;Platyhelminthes;Rhabditophora;Rhabdocoela;Typhloplanidae;;
;Rhabdocoela;Rhabdocoela;5967598;EXACT;94;ACCEPTED;ORDER;Animalia;Platyhelminthes;Rhabditophora;Rhabdocoela;;;
;Platyhelminthes;Platyhelminthes;108;EXACT;94;ACCEPTED;PHYLUM;Animalia;Platyhelminthes;;;;;
;Leucosolenida;Leucosolenida;1184;EXACT;94;ACCEPTED;ORDER;Animalia;Porifera;Calcarea;Leucosolenida;;;
;Calcarea;Calcarea;308;EXACT;94;ACCEPTED;CLASS;Animalia;Porifera;Calcarea;;;;
;Plakinidae;Plakinidae;8136;EXACT;96;ACCEPTED;FAMILY;Animalia;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;;
;Homosclerophorida;Homosclerophorida;1013;EXACT;94;ACCEPTED;ORDER;Animalia;Porifera;Homoscleromorpha;Homosclerophorida;;;
;Homoscleromorpha;Homoscleromorpha;5964034;EXACT;94;ACCEPTED;CLASS;Animalia;Porifera;Homoscleromorpha;;;;
;Adineta vaga;Adineta vaga (Davis, 1873);1000794;EXACT;98;ACCEPTED;SPECIES;Animalia;Rotifera;Eurotatoria;Bdelloidea;Adinetidae;Adineta;Adineta vaga
;Adineta;Adineta Hudson & Gosse, 1886;1000789;EXACT;94;ACCEPTED;GENUS;Animalia;Rotifera;Eurotatoria;Bdelloidea;Adinetidae;Adineta;
;Adinetidae;Adinetidae;3878;EXACT;96;ACCEPTED;FAMILY;Animalia;Rotifera;Eurotatoria;Bdelloidea;Adinetidae;;
;Bdelloidea;Bdelloidea;1234;EXACT;93;ACCEPTED;ORDER;Animalia;Rotifera;Eurotatoria;Bdelloidea;;;
;Notholca acuminata;Notholca acuminata (Ehrenberg, 1832);1002835;EXACT;98;ACCEPTED;SPECIES;Animalia;Rotifera;Eurotatoria;Ploima;Brachionidae;Notholca;Notholca acuminata
;Notholca;Notholca Gosse, 1886;1002811;EXACT;94;ACCEPTED;GENUS;Animalia;Rotifera;Eurotatoria;Ploima;Brachionidae;Notholca;
;Brachionidae;Brachionidae;3880;EXACT;96;ACCEPTED;FAMILY;Animalia;Rotifera;Eurotatoria;Ploima;Brachionidae;;
;Trichocerca;Trichocerca Lamarck, 1801;1001946;EXACT;94;ACCEPTED;GENUS;Animalia;Rotifera;Eurotatoria;Ploima;Trichocercidae;Trichocerca;
;Trichocercidae;Trichocercidae;8115;EXACT;96;ACCEPTED;FAMILY;Animalia;Rotifera;Eurotatoria;Ploima;Trichocercidae;;
;Ploima;Ploima;1235;EXACT;94;ACCEPTED;ORDER;Animalia;Rotifera;Eurotatoria;Ploima;;;
;Rotifera;Rotifera;91;EXACT;92;ACCEPTED;PHYLUM;Animalia;Rotifera;;;;;
;Hypsibius convergens;Hypsibius convergens (Urbanowicz, 1925);2253647;EXACT;98;ACCEPTED;SPECIES;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;Hypsibius convergens
;Hypsibius;Hypsibius Ehrenberg, 1848;8314269;EXACT;94;ACCEPTED;GENUS;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;
;Hypsibiidae;Hypsibiidae;6358;EXACT;96;ACCEPTED;FAMILY;Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;;
;Eutardigrada;Eutardigrada;134;EXACT;94;ACCEPTED;CLASS;Animalia;Tardigrada;Eutardigrada;;;;
;Tardigrada;Tardigrada;14;EXACT;94;ACCEPTED;PHYLUM;Animalia;Tardigrada;;;;;
;Athous;Athous;8011702;EXACT;94;ACCEPTED;GENUS;Animalia;;;;;Athous;
;Cenarchaeum symbiosum;Cenarchaeum symbiosum Preston, Wu, Molinski & De Long, 1996;5900469;EXACT;98;ACCEPTED;SPECIES;Archaea;Crenarchaeota;Thermoprotei;;Cenarchaeaceae;Cenarchaeum;Cenarchaeum symbiosum
;Cenarchaeum;Cenarchaeum Preston, Wu, Molinski & De Long, 1996;4896415;EXACT;94;ACCEPTED;GENUS;Archaea;Crenarchaeota;Thermoprotei;;Cenarchaeaceae;Cenarchaeum;
;Cenarchaeaceae;Cenarchaeaceae;4896414;EXACT;96;ACCEPTED;FAMILY;Archaea;Crenarchaeota;Thermoprotei;;Cenarchaeaceae;;
;Thermoplasmata;Thermoplasmata;295;EXACT;94;ACCEPTED;CLASS;Archaea;Euryarchaeota;Thermoplasmata;;;;
;Euryarchaeota;Euryarchaeota;24;EXACT;94;ACCEPTED;PHYLUM;Archaea;Euryarchaeota;;;;;
;Nitrosopumilus;Nitrosopumilus Konneke, Bernhard, de la Torre, Walker, Waterbury & Stahl, 2006;6453387;EXACT;94;ACCEPTED;GENUS;Archaea;;;;Nitrosopumilaceae;Nitrosopumilus;
;Nitrosopumilaceae;Nitrosopumilaceae;6453386;EXACT;96;ACCEPTED;FAMILY;Archaea;;;;Nitrosopumilaceae;;
;Geothrix;Geothrix Coates & al., 1999;3229014;EXACT;94;ACCEPTED;GENUS;Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix;
;Holophaga;Holophaga Liesack & al., 1995;3229012;EXACT;94;ACCEPTED;GENUS;Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;
;Holophagaceae;Holophagaceae;8177626;EXACT;96;ACCEPTED;FAMILY;Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;;
;Holophagales;Holophagales;7359693;EXACT;96;ACCEPTED;ORDER;Bacteria;Acidobacteria;Holophagae;Holophagales;;;
;Holophagae;Holophagae;7547422;EXACT;94;ACCEPTED;CLASS;Bacteria;Acidobacteria;Holophagae;;;;
;Acidobacterium;Acidobacterium Kishimoto & al., 1991;3229010;EXACT;94;ACCEPTED;GENUS;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae;Acidobacterium;
;Edaphobacter dinghuensis;Edaphobacter dinghuensis Wang & al., 2016;8886828;EXACT;98;ACCEPTED;SPECIES;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae;Edaphobacter;Edaphobacter dinghuensis
;Edaphobacter;Edaphobacter Koch & al., 2008;4887124;EXACT;94;ACCEPTED;GENUS;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae;Edaphobacter;
;Granulicella paludicola;Granulicella paludicola Pankratov & Dedysh, 2010;7862147;EXACT;98;ACCEPTED;SPECIES;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae;Granulicella;Granulicella paludicola
;Granulicella;Granulicella Pankratov & Dedysh, 2010;8148666;EXACT;94;ACCEPTED;GENUS;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae;Granulicella;
;Terriglobus;Terriglobus Eichorst & al., 2007;4887298;EXACT;94;ACCEPTED;GENUS;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae;Terriglobus;
;Acidobacteriaceae;Acidobacteriaceae;3811;EXACT;96;ACCEPTED;FAMILY;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae;;
;Acidobacteriales;Acidobacteriales;1197;EXACT;96;ACCEPTED;ORDER;Bacteria;Acidobacteria;;Acidobacteriales;;;
;Acidobacteria;Acidobacteria;25;EXACT;94;ACCEPTED;PHYLUM;Bacteria;Acidobacteria;;;;;
;Acidimicrobium;Acidimicrobium Clark & Norris, 1996;3225859;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium;
;Ferrimicrobium;Ferrimicrobium Johnson & al., 2009;8011754;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Ferrimicrobium;
;Ferrithrix;Ferrithrix Johnson & al., 2009;7506466;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;
;Ilumatobacter;Ilumatobacter Matsumoto & al., 2009;5905178;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter;
;Acidimicrobiaceae;Acidimicrobiaceae;3848;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;;
;Iamia;Iamia Kurahashi & al., 2009;6108754;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae;Iamia;
;Iamiaceae;Iamiaceae;6108753;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae;;
;Aciditerrimonas;Aciditerrimonas Itoh & al., 2011;7462160;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;;Aciditerrimonas;
;Acidimicrobiales;Acidimicrobiales;8368729;EXACT;96;ACCEPTED;ORDER;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;;;
;Acidothermus;Acidothermus Mohagheghi & al., 1986;3224612;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Acidothermaceae;Acidothermus;
;Acidothermaceae;Acidothermaceae;8071;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Acidothermaceae;;
;Actinomyces;Actinomyces Harz;9407921;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Actinomycetaceae;Actinomyces;
;Actinomycetaceae;Actinomycetaceae;3812;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Actinomycetaceae;;
;Actinospicaceae;Actinospicaceae;4902454;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Actinospicaceae;;
;Catenulispora graminis;Catenulispora graminis Lee & al., 2012;7410456;EXACT;98;ACCEPTED;SPECIES;Bacteria;Actinobacteria;;Actinomycetales;Catenulisporaceae;Catenulispora;Catenulispora graminis
;Catenulispora;Catenulispora Busti & al., 2006;3224359;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Catenulisporaceae;Catenulispora;
;Catenulisporaceae;Catenulisporaceae;3830;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Catenulisporaceae;;
;Cellulomonas;Cellulomonas Bergey & al., 1923;3224279;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Cellulomonadaceae;Cellulomonas;
;Cellulomonadaceae;Cellulomonadaceae;3832;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Cellulomonadaceae;;
;Demequina;Demequina Yi & al., 2007;4901371;EXACT;93;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Demequinaceae;Demequina;
;Demequinaceae;Demequinaceae;7794229;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Demequinaceae;;
;Frankiaceae;Frankiaceae;8079;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Frankiaceae;;
;Blastococcus;Blastococcus Ahrens & Moll, 1970;3224726;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Geodermatophilaceae;Blastococcus;
;Geodermatophilus;Geodermatophilus Luedemann, 1968;3224724;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Geodermatophilaceae;Geodermatophilus;
;Geodermatophilaceae;Geodermatophilaceae;3833;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Geodermatophilaceae;;
;Janibacter;Janibacter Martin & al., 1997;3225840;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Intrasporangiaceae;Janibacter;
;Oryzihumus;Oryzihumus Kageyama & al., 2005;3225829;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Intrasporangiaceae;Oryzihumus;
;Intrasporangiaceae;Intrasporangiaceae;3834;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Intrasporangiaceae;;
;Angustibacter luteus;Angustibacter luteus Tamura & al., 2010;7892291;EXACT;98;ACCEPTED;SPECIES;Bacteria;Actinobacteria;;Actinomycetales;Kineosporiaceae;Angustibacter;Angustibacter luteus
;Angustibacter;Angustibacter Tamura & al., 2010;7607957;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Kineosporiaceae;Angustibacter;
;Kineococcus;Kineococcus Yokota & al., 1993;3225798;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Kineosporiaceae;Kineococcus;
;Kineosporia;Kineosporia Pagani & Parenti;7891973;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Kineosporiaceae;Kineosporia;
;Kineosporiaceae;Kineosporiaceae;3835;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Kineosporiaceae;;
;Agromyces;Agromyces Gledhill & Casida, 1969;3225265;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Agromyces;
;Clavibacter;Clavibacter Davis & al., 1984;3225355;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Clavibacter;
;Frigoribacterium;Frigoribacterium Kämpfer & al., 2000;3225337;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Frigoribacterium;
;Humibacter;Humibacter Vaz-Moreira & al., 2008;4890869;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Humibacter;
;Leifsonia;Leifsonia Evtushenko & al., 2000;3225314;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Leifsonia;
;Microbacterium;Microbacterium Orla-Jensen, 1919;3225370;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Microbacterium;
;Rathayibacter;Rathayibacter Zgurskaya & al., 1993;3225251;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Rathayibacter;
;Salinibacterium;Salinibacterium Han & al., 2003;3225307;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;Salinibacterium;
;Microbacteriaceae;Microbacteriaceae;3837;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Microbacteriaceae;;
;Arthrobacter;Arthrobacter Conn & Dimmick, 1947;3223550;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micrococcaceae;Arthrobacter;
;Sinomonas;Sinomonas Zhou & al., 2009;7550989;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micrococcaceae;Sinomonas;
;Micrococcaceae;Micrococcaceae;3836;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Micrococcaceae;;
;Actinocatenispora;Actinocatenispora Thawai & al., 2006;3224487;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micromonosporaceae;Actinocatenispora;
;Actinoplanes;Actinoplanes Couch;3224204;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micromonosporaceae;Actinoplanes;
;Catellatospora;Catellatospora Asano & Kawamoto, 1986;3224489;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micromonosporaceae;Catellatospora;
;Dactylosporangium;Dactylosporangium Thiemann, Pagani & Beretta;3224595;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micromonosporaceae;Dactylosporangium;
;Luedemannella;Luedemannella Ara & Kudo, 2007;4884890;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micromonosporaceae;Luedemannella;
;Micromonospora;Micromonospora Orskov;3224505;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Micromonosporaceae;Micromonospora;
;Micromonosporaceae;Micromonosporaceae;3838;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Micromonosporaceae;;
;Mycobacterium;Mycobacterium Lehmann & Neumann, 1896;8018537;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Mycobacteriaceae;Mycobacterium;
;Mycobacteriaceae;Mycobacteriaceae;8084;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Mycobacteriaceae;;
;Nocardia;Nocardia Trevis.;9582951;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Nocardiaceae;Nocardia;
;Nocardiaceae;Nocardiaceae;8085;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Nocardiaceae;;
;Aeromicrobium panaciterrae;Aeromicrobium panaciterrae Cui & al., 2007;7736279;EXACT;98;ACCEPTED;SPECIES;Bacteria;Actinobacteria;;Actinomycetales;Nocardioidaceae;Aeromicrobium;Aeromicrobium panaciterrae
;Aeromicrobium;Aeromicrobium Miller & al., 1991;3224336;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Nocardioidaceae;Aeromicrobium;
;Kribbella;Kribbella Park & al., 1999;3224344;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Nocardioidaceae;Kribbella;
;Marmoricola;Marmoricola Urzì & al., 2000;3224324;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Nocardioidaceae;Marmoricola;
;Nocardioides;Nocardioides Prauser;3224302;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Nocardioidaceae;Nocardioides;
;Nocardioidaceae;Nocardioidaceae;8087;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Nocardioidaceae;;
;Microlunatus;Microlunatus Nakamura & al., 1995;3225670;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Propionibacteriaceae;Microlunatus;
;Propionibacteriaceae;Propionibacteriaceae;8088;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Propionibacteriaceae;;
;Amycolatopsis tolypomycina;Amycolatopsis tolypomycina Wink & al., 2003;3224882;EXACT;98;ACCEPTED;SPECIES;Bacteria;Actinobacteria;;Actinomycetales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis tolypomycina
;Amycolatopsis;Amycolatopsis Lechevalier & al., 1986;3224850;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Pseudonocardiaceae;Amycolatopsis;
;Kutzneria;Kutzneria Stackebrandt & al., 1994;3224755;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Pseudonocardiaceae;Kutzneria;
;Lentzea;Lentzea Yassin & al., 1995;3225218;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Pseudonocardiaceae;Lentzea;
;Pseudonocardia;Pseudonocardia Henssen;3224769;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Pseudonocardiaceae;Pseudonocardia;
;Pseudonocardiaceae;Pseudonocardiaceae;3841;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Pseudonocardiaceae;;
;Sanguibacter;Sanguibacter Fernández-Garayzábal & al., 1995;3225655;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Sanguibacteraceae;Sanguibacter;
;Sanguibacteraceae;Sanguibacteraceae;8090;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Sanguibacteraceae;;
;Sporichthya;Sporichthya M.P.Lechev., H.Lechev. & Holbert;3224260;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Sporichthyaceae;Sporichthya;
;Sporichthyaceae;Sporichthyaceae;3842;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Sporichthyaceae;;
;Streptacidiphilus;Streptacidiphilus Kim & al., 2003;3224243;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Streptomycetaceae;Streptacidiphilus;
;Streptacidiphilus alcalitolerans;Streptacidiphilus Kim & al., 2003;3224243;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Streptomycetaceae;Streptacidiphilus;
;Streptomyces abietis;Streptomyces abietis Fujii & al., 2013;7962370;EXACT;98;ACCEPTED;SPECIES;Bacteria;Actinobacteria;;Actinomycetales;Streptomycetaceae;Streptomyces;Streptomyces abietis
;Streptomyces;Streptomyces Waksman & Henrici;2584528;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Streptomycetaceae;Streptomyces;
;Streptomycetaceae;Streptomycetaceae;8091;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Streptomycetaceae;;
;Nonomuraea;Nonomuraea Zhang & al., 1998;3225488;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Streptosporangiaceae;Nonomuraea;
;Streptosporangium;Streptosporangium Couch;3223562;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Streptosporangiaceae;Streptosporangium;
;Streptosporangiaceae;Streptosporangiaceae;3844;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Streptosporangiaceae;;
;Actinoallomurus;Actinoallomurus Tamura & al., 2009;8066383;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Thermomonosporaceae;Actinoallomurus;
;Actinomadura;Actinomadura H.Lechev. & M.P.Lechev.;3225210;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Actinomycetales;Thermomonosporaceae;Actinomadura;
;Thermomonosporaceae;Thermomonosporaceae;3845;EXACT;96;ACCEPTED;FAMILY;Bacteria;Actinobacteria;;Actinomycetales;Thermomonosporaceae;;
;Actinomycetales;Actinomycetales;1198;EXACT;96;ACCEPTED;ORDER;Bacteria;Actinobacteria;;Actinomycetales;;;
;Gaiella occulta;Gaiella occulta Albuquerque & al., 2012;8370031;EXACT;98;ACCEPTED;SPECIES;Bacteria;Actinobacteria;;Gaiellales;Gaiellaceae;Gaiella;Gaiella occulta
;Gaiella;Gaiella Albuquerque & al., 2012;7650175;EXACT;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;;Gaiellales;Gaiellaceae;Gaiella;
