"";"retained_tax";"class";"codeFW"
"429";"Platyophrya vorax";15;"Pred1attach::Protist"
"430";"Platyreta germanica";22;"Pred2attach::Protist"
"431";"Plectus aquatilis";12;"Bacterivorous::Nematode"
"432";"Pleurochloris meiringensis";18;"Phototroph::Algae"
"433";"Pluteus petasatus";2;"Saprotroph::Fungi"
"434";"Pluteus phlebophorus";2;"Saprotroph::Fungi"
"435";"Podura aquatica";1;"Saprofungivore::Collembole"
"436";"Polydesmus coriaceus";6;"Saprophage::Diplopode"
"437";"Polymyxa graminis";6;"Pathogen::Polymyxa"
"438";"Pontibacter sp. LX8";19;"Decomposers::Bacterie"
"439";"Porpoloma sp. 2 MSG-2014";2;"Saprotroph::Fungi"
"440";"Poterioochromonas malhamensis";16;"Phytophage::Algae"
"441";"Poterioochromonas stipitata";16;"Phytophage::Algae"
"442";"Pratylenchoides ritteri";11;"Parasitic_p::Nematode"
"443";"Prismatolaimus cf. dolichurus JH-2004";12;"Bacterivorous::Nematode"
"444";"Proceropycnis pinicola";2;"Saprotroph::Fungi"
"445";"Prodesmodora circulata";12;"Bacterivorous::Nematode"
"446";"Prodorylaimus sp. HHBM-2007a";3;"Non.selective::Nematode"
"447";"Protaphorura armata";1;"Saprofungivore::Collembole"
"448";"Protaspis obliqua";14;"Pred1free::Protist"
"449";"Protocyclidium sinica";14;"Pred1free::Protist"
"450";"Protoribates hakonensis";6;"Saprophage::Oribate"
"451";"Psathyrella sp. D16";2;"Lignotroph::Fungi"
"452";"Pseudo-nitzschia heimii";18;"Phototroph::Algae"
"453";"Pseudochilodonopsis sp. 3 WS-2013";24;"Algivorous::Protist"
"454";"Pseudocyrtolophosis alpestris";15;"Pred1attach::Protist"
"455";"Pseudoplatynematum denticulatum";14;"Pred1free::Protist"
"456";"Pseudoplatyophrya nana";5;"Fungivorous::Protist"
"457";"Pseudopleurochloris antarctica";18;"Phototroph::Algae"
"458";"Pseudouroleptus sp. ALT-2014";22;"Pred2attach::Protist"
"459";"Pseudovorticella punctata";14;"Pred1free::Protist"
"460";"Pseudovorticella sp. 5 PS-2016";14;"Pred1free::Protist"
"461";"Pterula echo";2;"Saprotroph::Fungi"
"462";"Pungentus sp. PDL-2005";3;"Non.selective::Nematode"
"463";"Pyrenochaeta sp. GMG_PPb7";2;"Saprotroph::Fungi"
"464";"Pythium monospermum";11;"Pathogen::Pythium_m"
"465";"Pythium rostratifingens";11;"Pathogen::Pythium"
"466";"Pyxidiophora arvernensis";2;"Saprotroph::Fungi"
"467";"Ralstonia solanacearum";19;"Decomposers::Bacterie"
"468";"Ralstonia sp. JOS55-1";19;"Decomposers::Bacterie"
"469";"Ramariopsis kunzei";2;"Saprotroph::Fungi"
"470";"Resource::Decaying_wood";25;"Resource::Decaying_wood"
"471";"Resource::Dung";26;"Resource::Dung"
"472";"Resource::Litter";27;"Resource::Litter"
"473";"Resource::MOS";26;"Resource::MOS"
"474";"Rhizoctonia solani";6;"Parasitic::Rhizoctonia_s"
"475";"Rhizomicrobium sp. URHE0053";19;"Decomposers::Bacterie"
"476";"Rhizophagus intraradices";6;"ACM::Glomeromyc"
"477";"Rhizophlyctis harderi";2;"Saprotroph::Fungi"
"478";"Rhizophlyctis rosea";2;"Saprotroph::Fungi"
"479";"Rhizophydium patellarium";2;"Saprotroph::Fungi"
"480";"Rhizophydium planktonicum";6;"Parasitic::Rhizophydium_p"
"481";"Rhizophydium sp. JEL136";2;"Saprotroph::Fungi"
"482";"Rhizophydium sp. UGA-F16";2;"Saprotroph::Fungi"
"483";"Rhodanobacter sp. D47";19;"Opportunists::Bacterie"
"484";"Rhodopila globiformis";19;"Decomposers::Bacterie"
"485";"Rhodoplanes sp. Z2-YC6860";19;"Decomposers::Bacterie"
"486";"Rhogostoma schuessleri";15;"Pred1attach::Protist"
"487";"Rhogostoma sp. CCAP 1966/4";15;"Pred1attach::Protist"
"488";"Rhopalosiphum padi";6;"Phytophage::Rhopalosiphum"
"489";"Robertus neglectus";9;"Pred4::Robertus"
"490";"Romanomermis sichuanensis";9;"Parasitic::Romanomermis"
"491";"Roseiarcus fermentans";19;"Decomposers::Bacterie"
"492";"Rotylenchulus borealis";11;"Parasitic_p::Nematode"
"493";"Rotylenchulus reniformis";11;"Parasitic_p::Nematode"
"494";"Rotylenchus vitis";11;"Parasitic_p::Nematode"
"495";"Rudaea cellulosilytica";19;"Opportunists::Bacterie"
"496";"Rudaea sp. URHD0100";19;"Opportunists::Bacterie"
"497";"Saccharomyces cerevisiae";2;"Saprotroph::Fungi"
"498";"Saccobolus dilutellus";2;"Coprotroph::Ascomycota"
"499";"Salinibacterium sp. CC13L1";19;"Decomposers::Bacterie"
"500";"Salvia nemorosa";10;"Phototroph::non-legume"
"501";"Satchellius mammalis";6;"Saprogeophageous::Lumb"
"502";"Sclerostagonospora sp. CBS 118142";2;"Saprotroph::Fungi"
"503";"Scutellospora alterata";6;"ACM::Glomeromyc"
"504";"Sediminibacterium aquarii";19;"Decomposers::Bacterie"
"505";"Seinura demani";1;"Fungivorous::Nematode"
"506";"Seira barnardi";1;"Saprofungivore::Collembole"
"507";"Serpula incrassata";2;"Lignotroph::Fungi"
"508";"Siluania monomastiga";14;"Pred1free::Protist"
"509";"Sinapis alba";10;"Phototroph::Brassicaceae"
"510";"Singulisphaera rosea";13;"Miners::Bacterie"
"511";"Sitona lineatus";6;"Phytophage::Sitona"
"512";"Sminthurides aquaticus";1;"Saprofungivore::Collembole"
"513";"Sminthurinus bimaculatus";1;"Saprofungivore::Collembole"
"514";"Sminthurus viridis";1;"Saprofungivore::Collembole"
"515";"Sorangium cellulosum";19;"Decomposers::Bacterie"
"516";"Spathidium simplinucleatum";20;"Pred2free::Protist"
"517";"Sphaerobolus stellatus";2;"Saprotroph::Fungi"
"518";"Sphaeroeca volvox";14;"Pred1free::Protist"
"519";"Sphingobacterium sp. P-7";19;"Decomposers::Bacterie"
"520";"Sphingobium olei";19;"Decomposers::Bacterie"
"521";"Sphingomonas changbaiensis";19;"Decomposers::Bacterie"
"522";"Sphingomonas fennica";19;"Decomposers::Bacterie"
"523";"Sphingomonas sp. 52NP12";19;"Decomposers::Bacterie"
"524";"Sphingomonas sp. C0503";19;"Decomposers::Bacterie"
"525";"Sphingomonas sp. DB-II-12";19;"Decomposers::Bacterie"
"526";"Sphingomonas sp. LP105";19;"Decomposers::Bacterie"
"527";"Sphingomonas sp. ML1";19;"Decomposers::Bacterie"
"528";"Sphingomonas sp. NCCP-1295";19;"Decomposers::Bacterie"
"529";"Sphingomonas sp. THG-DN7.10";19;"Decomposers::Bacterie"
"530";"Sphingosinicella sp. YJ22";19;"Decomposers::Bacterie"
"531";"Spizellomyces punctatus";2;"Saprotroph::Fungi"
"532";"Spumella lacusvadosi";16;"Phytophage::Algae"
"533";"Spumella sp. 37G";16;"Phytophage::Algae"
"534";"Spumella sp. CH3";16;"Phytophage::Algae"
"535";"Spumella sp. SpiG";16;"Phytophage::Algae"
"536";"Spumella vulgaris";16;"Phytophage::Algae"
"537";"Stephensia shanorii";2;"Saprotroph::Fungi"
"538";"Stereum ostrea";2;"Saprotroph::Fungi"
"539";"Stigmalychus sp. AD1318";6;"Non.selective::Endeostigmata"
"540";"Stilbocrea macrostoma";2;"Saprotroph::Fungi"
"541";"Streptacidiphilus alcalitolerans";19;"Decomposers::Bacterie"
"542";"Streptomyces abietis";19;"Decomposers::Bacterie"
"543";"Streptomyces sp. PanSC6";19;"Decomposers::Bacterie"
"544";"Syncephalis depressa";2;"Saprotoph::Zoopagales"
"545";"Syncephalis fuscata";2;"Saprotoph::Zoopagales"
"546";"Tachyporus hypnorum";4;"Non.selective::Forficulidae"
"547";"Tachysoma pellionellum";14;"Pred1free::Protist"
"548";"Taraxacum kok-saghyz";10;"Phototroph::Asteraceae"
"549";"Tepidisphaera mucosa";13;"Miners::Bacterie"
"550";"Teratocephalus terrestris";12;"Bacterivorous::Nematode"
"551";"Terracidiphilus gabretensis";13;"Miners::Bacterie"
"552";"Terrimonas arctica";19;"Decomposers::Bacterie"
"553";"Terrimonas sp. URHE0054";19;"Decomposers::Bacterie"
"554";"Tetracanthella sp. YB-2012";1;"Saprofungivore::Collembole"
"555";"Tetranychus urticae";6;"Parasitic::Tetranychus"
"556";"Tetrodontophora bielanensis";1;"Saprofungivore::Collembole"
"557";"Thecotheus holmskjoldii";2;"Coprotroph::Ascomycota"
"558";"Tipula abdominalis";6;"Saprophage::Diptere"
"559";"Tipula cockerelliana";6;"Saprophage::Diptere"
"560";"Trechispora farinacea";2;"Lignotroph::Fungi"
"561";"Trechus obtusus";6;"Pred4::Carabidae"
"562";"Trechus quadristriatus";6;"Pred4::Carabidae"
"563";"Trichocerca rattus";14;"Pred1free::Protist"
"564";"Trinema enchelys";15;"Pred1attach::Protist"
"565";"Trinema lineare";15;"Pred1attach::Protist"
"566";"Tubeufia helicomyces";2;"Saprotroph::Fungi"
"567";"Tullbergia yosii";1;"Saprofungivore::Collembole"
"568";"Tylencholaimus sp. PDL-2005";1;"Fungivorous::Nematode"
"569";"Tylenchus arcuatus";11;"Parasitic_p::Nematode"
"570";"uncultured Acidimicrobium sp.";19;"Decomposers::Bacterie"
"571";"uncultured Acidisphaera sp.";19;"Decomposers::Bacterie"
"572";"uncultured Aciditerrimonas sp.";19;"Decomposers::Bacterie"
"573";"uncultured Acidobacterium sp.";13;"Miners::Bacterie"
"574";"uncultured Acidobacterium UA3";13;"Miners::Bacterie"
"575";"uncultured Acidothermus sp.";19;"Decomposers::Bacterie"
"576";"uncultured Acidovorax sp.";19;"Decomposers::Bacterie"
"577";"uncultured Actinoallomurus sp.";19;"Decomposers::Bacterie"
"578";"uncultured Actinocatenispora sp.";19;"Decomposers::Bacterie"
"579";"uncultured Actinomyces sp.";19;"Decomposers::Bacterie"
"580";"uncultured Actinoplanes sp.";19;"Decomposers::Bacterie"
"581";"uncultured Adhaeribacter sp.";19;"Decomposers::Bacterie"
"582";"uncultured Altererythrobacter sp.";19;"Decomposers::Bacterie"
"583";"uncultured Aminobacter sp.";19;"Decomposers::Bacterie"
"584";"uncultured Anaeromyxobacter sp.";19;"Decomposers::Bacterie"
"585";"uncultured Arenimonas sp.";19;"Opportunists::Bacterie"
"586";"uncultured Bacillus sp.";19;"Decomposers::Bacterie"
"587";"uncultured Bacteroides sp.";19;"Decomposers::Bacterie"
"588";"uncultured Bdellovibrio sp.";19;"Decomposers::Bacterie"
"589";"uncultured Bellilinea sp.";19;"Decomposers::Bacterie"
"590";"uncultured Blastochloris sp.";19;"Decomposers::Bacterie"
"591";"uncultured Bradyrhizobium sp.";19;"Decomposers::Bacterie"
"592";"uncultured Burkholderia sp.";19;"Decomposers::Bacterie"
"593";"uncultured Byssovorax sp.";19;"Decomposers::Bacterie"
"594";"uncultured Caldilinea sp.";19;"Decomposers::Bacterie"
"595";"uncultured Candidatus Koribacter sp.";13;"Miners::Bacterie"
"596";"uncultured Candidatus Microthrix sp.";19;"Decomposers::Bacterie"
"597";"uncultured Candidatus Nephrothrix sp.";19;"Decomposers::Bacterie"
"598";"uncultured Candidatus Nitrosopumilus sp.";23;"Decomposers::Archae"
"599";"uncultured Candidatus Solibacter sp.";13;"Miners::Bacterie"
"600";"uncultured Caulobacter sp.";19;"Decomposers::Bacterie"
"601";"uncultured Chitinophaga sp.";19;"Decomposers::Bacterie"
"602";"uncultured Chloroflexus sp.";19;"Decomposers::Bacterie"
"603";"uncultured Chondromyces sp.";19;"Decomposers::Bacterie"
"604";"uncultured Comamonas sp.";19;"Decomposers::Bacterie"
"605";"uncultured Conexibacter sp.";19;"Decomposers::Bacterie"
"606";"uncultured Crocinitomix sp.";19;"Decomposers::Bacterie"
"607";"uncultured Cupriavidus sp.";19;"Decomposers::Bacterie"
"608";"uncultured Curvibacter sp.";19;"Decomposers::Bacterie"
"609";"uncultured Cystobacter sp.";19;"Decomposers::Bacterie"
"610";"uncultured Cytophaga sp.";19;"Decomposers::Bacterie"
"611";"uncultured Dactylosporangium sp.";19;"Decomposers::Bacterie"
"612";"uncultured Dehalococcoides sp.";19;"Decomposers::Bacterie"
"613";"uncultured Demequina sp.";19;"Decomposers::Bacterie"
"614";"uncultured Denitratisoma sp.";19;"Decomposers::Bacterie"
"615";"uncultured Derxia sp.";19;"Decomposers::Bacterie"
"616";"uncultured Desulfitobacterium sp.";19;"Decomposers::Bacterie"
"617";"uncultured Desulfotalea sp.";19;"Decomposers::Bacterie"
"618";"uncultured Desulfovibrio sp.";19;"Decomposers::Bacterie"
"619";"uncultured Desulfovirga sp.";19;"Decomposers::Bacterie"
"620";"uncultured Desulfuromonas sp.";19;"Decomposers::Bacterie"
"621";"uncultured Dokdonella sp.";19;"Opportunists::Bacterie"
"622";"uncultured Dongia sp.";19;"Decomposers::Bacterie"
"623";"uncultured Dyella sp.";19;"Opportunists::Bacterie"
"624";"uncultured Edaphobacter sp.";13;"Miners::Bacterie"
"625";"uncultured Elusimicrobium sp.";19;"Unknown::Bacterie"
"626";"uncultured Erythrobacter sp.";19;"Decomposers::Bacterie"
"627";"uncultured Ferribacterium sp.";19;"Decomposers::Bacterie"
"628";"uncultured Ferrimicrobium sp.";19;"Decomposers::Bacterie"
"629";"uncultured Ferrithrix sp.";19;"Decomposers::Bacterie"
"630";"uncultured Ferruginibacter sp.";19;"Decomposers::Bacterie"
"631";"uncultured Fibrobacter sp.";19;"Unknown::Bacterie"
"632";"uncultured Flavisolibacter sp.";19;"Decomposers::Bacterie"
"633";"uncultured Flavobacterium sp.";19;"Decomposers::Bacterie"
"634";"uncultured Flexibacter sp.";19;"Decomposers::Bacterie"
"635";"uncultured Fluviicola sp.";19;"Decomposers::Bacterie"
"636";"uncultured Frankia sp.";19;"Decomposers::Bacterie"
"637";"uncultured Fusobacterium sp.";19;"Unknown::Bacterie"
"638";"uncultured Gaiella sp.";19;"Decomposers::Bacterie"
"639";"uncultured Gemmata sp.";13;"Miners::Bacterie"
"640";"uncultured Gemmatimonas sp.";13;"Miners::Bacterie"
"641";"uncultured Geoalkalibacter sp.";19;"Decomposers::Bacterie"
"642";"uncultured Geobacter sp.";19;"Decomposers::Bacterie"
"643";"uncultured Georgfuchsia sp.";19;"Decomposers::Bacterie"
"644";"uncultured Geothermobacter sp.";19;"Decomposers::Bacterie"
"645";"uncultured Haliangium sp.";19;"Decomposers::Bacterie"
"646";"uncultured Haliea sp.";19;"Opportunists::Bacterie"
"647";"uncultured Haliscomenobacter sp.";19;"Decomposers::Bacterie"
"648";"uncultured Herbaspirillum sp.";19;"Decomposers::Bacterie"
"649";"uncultured Herminiimonas sp.";19;"Decomposers::Bacterie"
"650";"uncultured Holophaga sp.";13;"Miners::Bacterie"
"651";"uncultured Hydrogenophaga sp.";19;"Decomposers::Bacterie"
"652";"uncultured Hyphomicrobium sp.";19;"Decomposers::Bacterie"
"653";"uncultured Iamia sp.";19;"Decomposers::Bacterie"
"654";"uncultured Ignavibacterium sp.";19;"Unknown::Bacterie"
"655";"uncultured Ilumatobacter sp.";19;"Decomposers::Bacterie"
"656";"uncultured Isosphaera sp.";13;"Miners::Bacterie"
"657";"uncultured Janibacter sp.";19;"Decomposers::Bacterie"
"658";"uncultured Kineococcus sp.";19;"Decomposers::Bacterie"
"659";"uncultured Kineosporia sp.";19;"Decomposers::Bacterie"
"660";"uncultured Kofleria sp.";19;"Decomposers::Bacterie"
"661";"uncultured Ktedonobacter sp.";19;"Decomposers::Bacterie"
"662";"uncultured Lacibacter sp.";19;"Decomposers::Bacterie"
"663";"uncultured Legionella sp.";19;"Opportunists::Bacterie"
"664";"uncultured Lentzea sp.";19;"Decomposers::Bacterie"
"665";"uncultured Levilinea sp.";19;"Decomposers::Bacterie"
"666";"uncultured Lishizhenia sp.";19;"Decomposers::Bacterie"
"667";"uncultured Longilinea sp.";19;"Decomposers::Bacterie"
"668";"uncultured Luteolibacter sp.";19;"Decomposers::Bacterie"
"669";"uncultured Lysobacter sp.";19;"Opportunists::Bacterie"
"670";"uncultured Malonomonas sp.";19;"Decomposers::Bacterie"
"671";"uncultured Marmoricola sp.";19;"Decomposers::Bacterie"
"672";"uncultured Massilia sp.";19;"Decomposers::Bacterie"
"673";"uncultured Mesorhizobium sp.";19;"Decomposers::Bacterie"
"674";"uncultured Methylobacillus sp.";19;"Decomposers::Bacterie"
"675";"uncultured Methylocapsa sp.";19;"Decomposers::Bacterie"
"676";"uncultured Methylocella sp.";19;"Decomposers::Bacterie"
"677";"uncultured Methylophilus sp.";19;"Decomposers::Bacterie"
"678";"uncultured Methylosinus sp.";19;"Decomposers::Bacterie"
"679";"uncultured Microlunatus sp.";19;"Decomposers::Bacterie"
"680";"uncultured Micromonospora sp.";19;"Decomposers::Bacterie"
"681";"uncultured Microvirga sp.";19;"Decomposers::Bacterie"
"682";"uncultured Moorella sp.";19;"Decomposers::Bacterie"
"683";"uncultured Mucilaginibacter sp.";19;"Decomposers::Bacterie"
"684";"uncultured Mycobacterium sp.";19;"Decomposers::Bacterie"
"685";"uncultured Nannocystis sp.";19;"Decomposers::Bacterie"
"686";"uncultured Niastella sp.";19;"Decomposers::Bacterie"
"687";"uncultured Nitratireductor sp.";19;"Decomposers::Bacterie"
"688";"uncultured Nitrosococcus sp.";19;"Opportunists::Bacterie"
"689";"uncultured Nitrososphaera sp.";23;"Decomposers::Archae"
"690";"uncultured Nitrosospira sp.";19;"Decomposers::Bacterie"
"691";"uncultured Nitrospira sp.";19;"Unknown::Bacterie"
"692";"uncultured Nocardioides sp.";19;"Decomposers::Bacterie"
"693";"uncultured Novosphingobium sp.";19;"Decomposers::Bacterie"
"694";"uncultured Ohtaekwangia sp.";19;"Decomposers::Bacterie"
"695";"uncultured Opitutus sp.";19;"Decomposers::Bacterie"
"696";"uncultured Pasteuria sp.";19;"Decomposers::Bacterie"
"697";"uncultured Pedobacter sp.";19;"Decomposers::Bacterie"
"698";"uncultured Pedomicrobium sp.";19;"Decomposers::Bacterie"
"699";"uncultured Pedosphaera sp.";19;"Decomposers::Bacterie"
"700";"uncultured Pelobacter sp.";19;"Decomposers::Bacterie"
"701";"uncultured Phaselicystis sp.";19;"Decomposers::Bacterie"
"702";"uncultured Phenylobacterium sp.";19;"Decomposers::Bacterie"
"703";"uncultured Pirellula sp.";13;"Miners::Bacterie"
"704";"uncultured Planctomyces sp.";13;"Miners::Bacterie"
"705";"uncultured Polaromonas sp.";19;"Decomposers::Bacterie"
"706";"uncultured Polyangium sp.";19;"Decomposers::Bacterie"
"707";"uncultured Propionivibrio sp.";19;"Decomposers::Bacterie"
"708";"uncultured Prosthecobacter sp.";19;"Decomposers::Bacterie"
"709";"uncultured Prosthecomicrobium sp.";19;"Decomposers::Bacterie"
"710";"uncultured Pseudolabrys sp.";19;"Decomposers::Bacterie"
"711";"uncultured Pseudomonas sp.";19;"Opportunists::Bacterie"
"712";"uncultured Pseudonocardia sp.";19;"Decomposers::Bacterie"
"713";"uncultured Rhizobium sp.";19;"Decomposers::Bacterie"
"714";"uncultured Rhizomicrobium sp.";19;"Decomposers::Bacterie"
"715";"uncultured Rhodobium sp.";19;"Decomposers::Bacterie"
"716";"uncultured Rhodococcus sp.";19;"Decomposers::Bacterie"
"717";"uncultured Rhodoferax sp.";19;"Decomposers::Bacterie"
"718";"uncultured Rhodomicrobium sp.";19;"Decomposers::Bacterie"
"719";"uncultured Rhodopirellula sp.";13;"Miners::Bacterie"
"720";"uncultured Rhodoplanes sp.";19;"Decomposers::Bacterie"
"721";"uncultured Rhodopseudomonas sp.";19;"Decomposers::Bacterie"
"722";"uncultured Rhodothermus sp.";19;"Decomposers::Bacterie"
"723";"uncultured Roseiflexus sp.";19;"Decomposers::Bacterie"
"724";"uncultured Rubrobacter sp.";19;"Decomposers::Bacterie"
"725";"uncultured Saccharibacillus sp.";19;"Decomposers::Bacterie"
"726";"uncultured Saccharophagus sp.";19;"Opportunists::Bacterie"
"727";"uncultured Segetibacter sp.";19;"Decomposers::Bacterie"
"728";"uncultured Singulisphaera sp.";13;"Miners::Bacterie"
"729";"uncultured Sinomonas sp.";19;"Decomposers::Bacterie"
"730";"uncultured Skermanella sp.";19;"Decomposers::Bacterie"
"731";"uncultured Solibacter sp.";13;"Miners::Bacterie"
"732";"uncultured Solirubrobacter sp.";19;"Decomposers::Bacterie"
"733";"uncultured Solitalea sp.";19;"Decomposers::Bacterie"
"734";"uncultured Sphaerobacter sp.";19;"Decomposers::Bacterie"
"735";"uncultured Sphingobium sp.";19;"Decomposers::Bacterie"
"736";"uncultured Sphingomonas sp.";19;"Decomposers::Bacterie"
"737";"uncultured Sphingosinicella sp.";19;"Decomposers::Bacterie"
"738";"uncultured Sporichthya sp.";19;"Decomposers::Bacterie"
"739";"uncultured Stella sp.";19;"Decomposers::Bacterie"
"740";"uncultured Steroidobacter sp.";19;"Opportunists::Bacterie"
"741";"uncultured Sterolibacterium sp.";19;"Decomposers::Bacterie"
"742";"uncultured Streptomyces sp.";19;"Decomposers::Bacterie"
"743";"uncultured Syntrophobacter sp.";19;"Decomposers::Bacterie"
"744";"uncultured Syntrophus sp.";19;"Decomposers::Bacterie"
"745";"uncultured Terriglobus sp.";13;"Miners::Bacterie"
"746";"uncultured Terrimonas sp.";19;"Decomposers::Bacterie"
"747";"uncultured Thermaerobacter sp.";19;"Decomposers::Bacterie"
"748";"uncultured Thermoanaerobacter sp.";19;"Decomposers::Bacterie"
"749";"uncultured Thermoflavimicrobium sp.";19;"Decomposers::Bacterie"
"750";"uncultured Thermoleophilum sp.";19;"Decomposers::Bacterie"
"751";"uncultured Thermomonas sp.";19;"Opportunists::Bacterie"
"752";"uncultured Thiobacillus sp.";19;"Decomposers::Bacterie"
"753";"uncultured Thiohalospira sp.";19;"Opportunists::Bacterie"
"754";"uncultured Thiorhodospira sp.";19;"Opportunists::Bacterie"
"755";"uncultured Turneriella sp.";19;"Unknown::Bacterie"
"756";"uncultured Verrucomicrobium sp.";19;"Decomposers::Bacterie"
"757";"uncultured Woodsholea sp.";19;"Decomposers::Bacterie"
"758";"uncultured Xanthomonas sp.";19;"Opportunists::Bacterie"
"759";"uncultured Zavarzinella sp.";13;"Miners::Bacterie"
"760";"Uropoda orbicularis";1;"Non.selective::Uropoda"
"761";"Urostyla grandis";22;"Pred2attach::Protist"
"762";"Vampyrella pendula";22;"Pred2attach::Protist"
"763";"Variibacter gotjawalensis";19;"Decomposers::Bacterie"
"764";"Vaucheria terrestris";18;"Phototroph::Algae"
"765";"Veigaia nemorensis";8;"Pred3::Mesostigmata"
"766";"Veigaia sp. 2 APGD-2010";8;"Pred3::Mesostigmata"
"767";"Vermamoeba vermiformis";15;"Pred1attach::Protist"
"768";"Vertagopus sp. YB-2012";1;"Saprofungivore::Collembole"
"769";"Vigna angularis";10;"Phototroph::Fabaceae"
"770";"Vorticella campanula";14;"Pred1free::Protist"
"771";"Vorticella sp. PPS-2011b";14;"Pred1free::Protist"
"772";"Vulgatibacter incomptus";19;"Decomposers::Bacterie"
"773";"Waitea circinata";6;"Parasitic::Rhizoctonia_z"
"774";"Willowsia nigromaculata";1;"Saprofungivore::Collembole"
"775";"Woronina pythii";6;"Hyperparasitoid::Woronina"
"776";"Xanthonema bristolianum";18;"Phototroph::Algae"
"777";"Xanthonema sp. 735";18;"Phototroph::Algae"
"778";"Xiphinema diversicaudatum";11;"Parasitic_p::Nematode"
"779";"Yarrowia lipolytica";2;"Saprotroph::Fungi"
"780";"Yarrowia sp. 25L";2;"Saprotroph::Fungi"
"781";"Zea mays";10;"Phototroph::Poaceae"
